"","site","Lab.ID","c14age","c14std","culture","lat","lon","Material.dated"
"58","Mzinyashana Shelter","Pta-6535",4170,130,"Wilton",-28.317,30.467,""
"59","Maqonqo Shelter","Pta-6256 ",4140,60,"Wilton",-28.344,30.424,"charcoal"
"60","Zoovoorbij","Pta-2889",4140,75,"Wilton",-28.65,20.967,"charcoal"
"61","Blydefontein","SMU-1901",4101,273,"Wilton",-31.133,25.05,"charcoal"
"62","Jubilee Shelter","Wits-1382 ",4090,80,"Wilton",-25.683,27.983,"charcoal"
"63","Maqonqo Shelter","Pta-6245 ",4080,25,"Wilton",-28.344,30.424,"charcoal"
"64","Blydefontein","SMU-1851",4066,55,"Wilton",-31.133,25.05,"charcoal"
"65","Mzinyashana Shelter","Pta-6540 ",4010,60,"Wilton",-28.317,30.467,""
"66","Nkupe Shelter","Pta-3275 ",3950,70,"Wilton",-28.147,29.937,"charcoal"
"67","Shongweni South","Pta-823",3870,60,"Wilton",-29.85,30.717,"charcoal"
"68","Hoffman's Robberg Cave","UW-205",3770,100,"Wilton",-34.105951,23.388,"marine shell"
"69","Jubilee Shelter","Pta-3563 ",3730,60,"Wilton",-25.683,27.983,"charcoal"
"70","Blydefontein","SR-152",3650,120,"Wilton",-31.133,25.05,"charcoal"
"71","Maqonqo Shelter","Pta-6244 ",3560,60,"Wilton",-28.344,30.424,"charcoal"
"72","Zoovoorbij","Pta-2893",3440,60,"Wilton",-28.65,20.967,"charcoal"
"73","Jubilee Shelter","Wits-1449 ",3250,60,"Wilton",-25.683,27.983,"charcoal"
"74","Hoffman's Robberg Cave","UW-204",3190,110,"Wilton",-34.105951,23.388,"marine shell"
"75","Blydefontein","SMU-1849",3135,33,"Wilton",-31.133,25.05,"charcoal"
"76","Jagt Pan 1","Pta-4516",3120,140,"Wilton",-30.4,21.4,""
"77","Jubilee Shelter","Wits-1214 ",3100,150,"Wilton",-25.683,27.983,"charcoal"
"78","Blydefontein","SR-142",3090,100,"Wilton",-31.133,25.05,"charcoal"
"79","Zoovoorbij","Pta-2871",2860,45,"Wilton",-28.65,20.967,"charcoal"
"80","Zoovoorbij","Pta-2888",2860,45,"Wilton",-28.65,20.967,"charcoal"
"81","Zoovoorbij","Pta-2870",2800,60,"Wilton",-28.65,20.967,"charcoal"
"82","Blydefontein","OxA-27365",2791,25,"Wilton",-31.133,25.05,"bone"
"83","Blydefontein","D-AMS-1231",2728,32,"Wilton",-31.133,25.05,"bone"
"84","Springbokoog 13","Pta-4664",2710,50,"Wilton",-30.217,21.533,"eggshell"
"85","Springbokoog 5","Pta-4205",2630,50,"Wilton",-30.217,21.533,"eggshell"
"86","Springbokoog 13","Pta-4653",2520,60,"Wilton",-30.217,21.533,"eggshell"
"87","Meerlust 1","Pta-4511",2390,50,"Wilton",-27.65,22.433,"eggshell"
